,keyword,importance,total_importance
1446,"extended warranty, limited warranty, warranty, payments, bad alternator",0.4447-0.3921-0.3816-0.2962-0.2803,1.79
1447,"paperwork carvana, specific paperwork carvana, vehicle loan, refund, vehicle purchase",0.5352-0.5102-0.5016-0.4869-0.4851,2.52
1448,"refundable shipping fee, refundable shipping, payment, shipping fee, signing day",0.4683-0.4497-0.3715-0.3582-0.3324,1.98
1449,"carvana, refund, resolve issue, contact, issue",0.5077-0.4796-0.3171-0.317-0.2507,1.87
1450,"jaguar xf, financial distress, jaguar, purchase vehicle, reliable vehicle",0.4713-0.4225-0.4095-0.4093-0.3557,2.07
1451,"kia * * *, kia, kia * * * *, kia * * * * *, kia * * * * * *",0.5021-0.4977-0.4968-0.4917-0.4868,2.48
1452,"issue carvana, deductible, refund, carvana reason, carvana",0.4566-0.4116-0.3418-0.3151-0.3146,1.84
1453,"4wd switch, 4wd, 2wd model, used vehicle, 2wd",0.5486-0.5403-0.4762-0.433-0.4301,2.43
1454,"carvana llc, lending disclosure, lending, loan, carvana",0.5789-0.507-0.4172-0.4142-0.4081,2.33
1455,"received vehicle, car inspection, vehicle * * *, carvana employee, * * * dealership",0.4333-0.3401-0.3368-0.3301-0.3269,1.77
1456,"manual refund, refund, vehicle carvana, ach deposit, deposit",0.5196-0.4899-0.372-0.361-0.3217,2.06
1457,"purchase vehicle, previous insurance, new insurance, vehicle delivery, insurance",0.4499-0.4488-0.4409-0.4264-0.3615,2.13
1458,"signed contract, purchase vehicle, contract, carvana llc, cancel",0.4476-0.4435-0.4362-0.4287-0.4252,2.18
1459,"car carvana, day return policy, carvana, delaying delivery, purchase car",0.4815-0.3972-0.3945-0.3902-0.377,2.04
1460,"temporary license plates, car carvana, license plates, carvana, temporary plates",0.5823-0.4876-0.4745-0.4301-0.4253,2.4
1461,"purchased vehicle, * * * * * * * dealership, * * * * dealership, * * * dealership, recall notice",0.4805-0.4142-0.4126-0.4124-0.4121,2.13
1462,"purchased vehicle, vehicle carvana, registration, registration process, carvana support",0.4724-0.4626-0.3791-0.3686-0.3672,2.05
1463,"broken mirror, mirror, fix, problem, help",0.8561-0.57-0.3338-0.2368-0.1653,2.16
1464,"car loans, car payments, carvana rep, carvana, thru carvana",0.5201-0.517-0.4795-0.4164-0.3913,2.32
1465,"carvana purchase, manual offer adjustment, offer carvana, manual appraisal, manual appraisement",0.5315-0.5105-0.473-0.418-0.4053,2.34
1466,"vehicle purchase, car order, purchase car, back utter horsecrap thieves, bank",0.3707-0.37-0.3434-0.3358-0.312,1.73
1467,"deductible, contacted carvana, car carvana, insurance, carvana",0.4279-0.4145-0.3839-0.3671-0.3214,1.91
1468,"carvana, td auto finance, times carvana, payoff, payments",0.3577-0.348-0.3293-0.3228-0.3074,1.67
1469,"contacted carvana, carvana weekly, carvana multiple times, carvana, temporary plates",0.5027-0.4152-0.4137-0.4082-0.3717,2.11
1470,"new vehicle, new vehicle order, vehicle, different vehicle, vehicle inspection",0.3859-0.3531-0.3381-0.3214-0.3068,1.71
1471,"original contract, docusign contract, contract, original deal, transaction",0.4986-0.4124-0.4121-0.3718-0.362,2.06
1472,"signed contract, customer service, refund, contract, car carvana",0.3137-0.3129-0.3124-0.3086-0.2763,1.52
1473,"car dealer change terms, legal contracts, vehicle carvana, contracts, carvana",0.7197-0.4348-0.4189-0.3825-0.3688,2.32
1474,"vehicle carvana, purchase carvana, carvana customers, many carvana customers, purchased vehicle",0.5512-0.5268-0.5125-0.4868-0.465,2.54
1475,"car insurance, purchased vehicle, insurance payments, insurance, warranty",0.5333-0.4634-0.4613-0.444-0.3827,2.28
1476,"extended warranty, warranty, vehicle return, cancel, discount",0.483-0.4118-0.3818-0.3474-0.3451,1.97
1477,"undisclosed rust damage, serious rust damage, rust damage, undisclosed rust, warranty",0.5606-0.5029-0.4937-0.4411-0.3885,2.39
1478,"registration, email confirmation, purchase vehicle, regisstration, registrationw",0.5064-0.4504-0.4348-0.424-0.4091,2.22
1479,"* * * * dealer, * * * dealer, dealer, work * * * vehicle, participat * * * repair facility",0.4585-0.457-0.4366-0.4015-0.3931,2.15
1480,"reschedule, pickup time, customer service representative, customer service, original pickup time",0.5009-0.4643-0.4287-0.4187-0.4108,2.22
1481,"car carvana, bought car, carvana, customer service, high payment",0.4719-0.4345-0.3726-0.3327-0.2934,1.91
1482,"carvanas warranties, vehicle carvana, purchased vehicle, carvana vehicle, warranties",0.6422-0.4469-0.4273-0.4074-0.398,2.32
1483,"purchase car, purchase carvana, delivery fee, refund, vehicle beofre",0.4486-0.4387-0.4363-0.3974-0.3881,2.11
1484,"mini * * * * * *, mini, small issues, purchase, purchased",0.4672-0.4573-0.3402-0.304-0.2469,1.82
1485,"purchase car, car carvana, car dealership, guarantee, day guarantee",0.4724-0.4597-0.4144-0.3949-0.3886,2.13
1486,"test drive, check engine, check engine light, engine light, vehicle",0.478-0.4765-0.4731-0.3448-0.3396,2.11
1487,"trucking llc, carvanna, gmc, automotive industry, llc",0.5343-0.486-0.4171-0.4043-0.3396,2.18
1488,"delays, car carvana, delay, eastern time carvana, time carvana",0.4836-0.4276-0.4133-0.3988-0.3682,2.09
1489,"loan carvana, carvana, loan, direct deposit, carvana states",0.6462-0.4032-0.4019-0.3947-0.393,2.24
1490,"warranties, rear window leaks, caravana, rear window, expired",0.4343-0.3666-0.318-0.3155-0.3153,1.75
1491,"warranty timeframe, warranty claim, warranty, carvana, purchase date",0.5454-0.5165-0.485-0.4631-0.4496,2.46
1492,"customer service, purchase car, car company, payment, customer",0.3935-0.3748-0.3724-0.3373-0.3223,1.8
1493,"car delivered, shipping, vehicle, deliver, delivered",0.559-0.43-0.3638-0.3408-0.3384,2.03
1494,"contact carvana, refund, full refund, carvana, bank",0.4733-0.465-0.4419-0.3959-0.353,2.13
1495,"return car, dodge durango, durango, full refund, refund",0.4444-0.421-0.4175-0.4145-0.3889,2.09
1496,"refund, current truck, truck, hard tonneau cover, diesel motor",0.475-0.4154-0.3913-0.346-0.3261,1.95
1497,"carvana, dealership, transaction, auto insurance paperwork, retail purchase agreement",0.4747-0.4633-0.4025-0.3992-0.3978,2.14
1498,"false advertising, car carvana, rude supervisor, call, driver",0.3659-0.3421-0.3404-0.2926-0.273,1.61
1499,"severe water leak, water leak, financing, water leaks, financing terms",0.4201-0.373-0.3721-0.3653-0.3519,1.88
1500,"broke cv joint, repair, repairs, carvana repair shop, repair shop",0.4637-0.4138-0.4131-0.4036-0.393,2.09
1501,"register, registered, license, car, upload",0.4804-0.3704-0.3391-0.2888-0.2208,1.7
1502,"jeep cherokee, jeep, jeep cherokee latitude, cherokee, day warranty",0.4015-0.3867-0.3741-0.3486-0.3287,1.84
1503,"registration plates, cars registration, temporary tags, license plates, * * * * * * * registration",0.4353-0.4351-0.3991-0.3705-0.3299,1.97
1504,"mold, diagnostic, tge smell, odor, carvana",0.32-0.2709-0.2705-0.2476-0.2278,1.34
1505,"carvana payment team, vehicle payment, 1000.carvana support, carvana support, refunded amount",0.6087-0.5738-0.5236-0.515-0.4882,2.71
1506,"day money back guarantee, back guarantee, warranty, day guarantee, guarantee",0.5511-0.5092-0.4276-0.4232-0.4064,2.32
1507,"car carvana, vehicle carvana, repossession, car payment, carvana",0.4958-0.4939-0.4296-0.4288-0.3977,2.25
1508,"refund, purchased vehicle, rigorous inspection process, refunded, vehicle carvana",0.4254-0.3957-0.3882-0.3869-0.3513,1.95
1509,"delivery delays, vehicle carvana, contacted carvana, purchased vehicle, 2nd delivery date",0.5567-0.5452-0.5367-0.4713-0.4671,2.58
1510,"dealership appointment, warranty date, nearby warranty date, warranty, fault codes",0.4118-0.3931-0.391-0.362-0.3618,1.92
1511,"overdraft fee, overdraft, refunded, fee, contract",0.6551-0.4797-0.4381-0.4041-0.3349,2.31
1512,"high interest rate, loan, interest rate, purchase value, valuation",0.4335-0.3736-0.346-0.3311-0.3304,1.81
1513,"purchase vehicle, verification process, online dealership carvana, vehicle online, debit card",0.3702-0.3635-0.3537-0.3472-0.342,1.78
1514,"jeep wrangler, jeep, pickup location june 10th, wrangler, transfer titles june 6th",0.4759-0.4364-0.4134-0.4028-0.3881,2.12
1515,"wrong address, purchased vehicle, correct address, different status update, vehicle carvana",0.3743-0.3735-0.3722-0.3682-0.3548,1.84
1516,"purchase vehicle, car carvana, overnight check, dealership, carvana",0.4208-0.3997-0.388-0.3809-0.332,1.92
1517,"car delivered, warranty company, deductible, tire, warranty",0.4042-0.3915-0.3819-0.3769-0.3559,1.91
1518,"carvana llc, contacted carvana, carvana location, carvana, silver rock warranty",0.5351-0.4949-0.4343-0.4121-0.4048,2.28
1519,"refund yesterday, refund, email receipt, complaint, receipt",0.5855-0.5036-0.4393-0.3753-0.3427,2.25
1520,"day warranty, warranty, inspections, deductible, paperwork",0.4398-0.4129-0.3959-0.313-0.3047,1.87
1521,"refund, return car, refunded, car purchase, contacted carvana",0.4716-0.4432-0.4342-0.4196-0.4084,2.18
1522,"unauthorized debit, illegal transaction, bounced check, stop payment fee, stop payment",0.5351-0.5222-0.5118-0.4961-0.479,2.54
1523,"premium soft top, claims * * * * *, claims * * * *, claims, claim form",0.5416-0.4695-0.4637-0.4195-0.4107,2.3
1524,"purchased vehicle, carvana, vehicle, appointment, gl",0.4649-0.4452-0.407-0.3761-0.3754,2.07
1525,"refund, shipping fee, process carvana, car carvana, charge",0.4543-0.3963-0.3708-0.3222-0.3143,1.86
1526,"carvana insurance, car insurance, refund, vehicle carvana, refunded",0.5709-0.4393-0.4371-0.4293-0.3934,2.27
1527,"vehicle insurance, refund, carvana, vehicle, tire",0.4257-0.4176-0.3676-0.3483-0.3477,1.91
1528,"purchased vehicle, vehicle carvana, car carvana, bought car, carvana",0.5091-0.4861-0.4485-0.4414-0.3731,2.26
1529,"exchange vehicle, purchased vehicle, trade vehicle, exchange, vehicle carvana",0.5588-0.522-0.501-0.4379-0.4307,2.45
1530,"silver rock warranty, warranty company silver rock, party warranty company silver rock, reimbursed rental car, car buying experience",0.5362-0.529-0.5261-0.4528-0.4207,2.46
1531,"va adaptability * * * * * *, va, vehicle purchase, va * * * * *, va * * *",0.5074-0.4607-0.4386-0.4174-0.4153,2.24
1532,"delivery charges, applicable delivery charges, refund, shipping charges, shipping fee",0.4879-0.4733-0.45-0.4486-0.4283,2.29
1533,"shipping fee, bmw x5, faulty vehicle, bmw dealer, shipping",0.4038-0.3788-0.3401-0.326-0.2935,1.74
1534,"purchased vehicle, delivery, vehicle carvana, shipping, shipping fee",0.4642-0.4538-0.4484-0.4045-0.373,2.14
1535,"second transmission replacement, first transmission replacement, transmission replacement, carvanas warranty, carvana warranty",0.5176-0.4919-0.4836-0.4777-0.4741,2.44
1536,"advertised car, return car, dealership, old registration, car keys",0.3939-0.3804-0.3657-0.3579-0.3551,1.85
1537,"carvana, vehicle taxes, registration fees, registration, registration fee",0.5586-0.4796-0.4258-0.4198-0.4142,2.3
1538,"aftermarket battery, new battery replacement, new battery, battery replacement, evident poor battery life",0.4937-0.4522-0.4426-0.4209-0.4137,2.22
1539,"extended warranty, day warranty, warranty, warranty administrator, last carvana purchase",0.528-0.5174-0.5094-0.4991-0.3365,2.39
1540,"cancellation, unexplained cancellation, cancellations, call, significant inconvenience",0.4285-0.4226-0.3808-0.3148-0.3119,1.86
1541,"income verification, additional paystubs, purchase vehicle, financing, bank statements",0.403-0.3781-0.369-0.3531-0.3222,1.83
1542,"reschedule delivery, nonrefundable shipping fee, nonrefundable shipping, sale carvana, shipping fee",0.5632-0.531-0.4856-0.4636-0.4559,2.5
1543,"vehicle purchasing agreement, vehicle taxes, carvana, registration, temporary registration",0.5356-0.5154-0.4828-0.3874-0.3802,2.3
1544,"registration issue, registration, transaction, temporary plate, register",0.4599-0.424-0.3786-0.3742-0.3626,2.0
1545,"refundable shipping, non - refundable shipping, - refundable shipping fee, refundable shipping fee, refund",0.4436-0.4176-0.4054-0.3899-0.3639,2.02
1546,"carvana delivery, shipping fee, purchase vehicle, refund, refunded",0.4577-0.4324-0.4175-0.4146-0.3955,2.12
1547,"cars shipping, carvana, carvana associate, next day carvana, shipping fee",0.5878-0.4349-0.4277-0.4228-0.3735,2.25
1548,"carvana denied, carvana, today carvana, * * * carvana, * * * * * * carvana",0.6524-0.4881-0.4825-0.4504-0.4499,2.52
1549,"refund, truck, carvana, deposit, delivered",0.4747-0.3859-0.365-0.3261-0.2883,1.84
1550,"warranty center silverrock, voluntary repossession, warranty, final discrepency, return policy",0.4877-0.4073-0.4002-0.3965-0.3941,2.09
1551,"purchase carvana, refund, initiated purchase, carvana, deposit",0.5873-0.4752-0.4383-0.4208-0.4167,2.34
1552,"day contract cancellation policy, cancellation, cancel, order car, car carvana",0.5112-0.463-0.4475-0.3612-0.36,2.14
1553,"va, registration, customer service, awful customer service, rent",0.3429-0.3029-0.2693-0.2483-0.2453,1.41
1554,"car carvana, carvana cs rep, carvana, vehicle, tow",0.4641-0.4208-0.3909-0.3471-0.3215,1.94
1555,"vehicle carvana, purchase vehicle, refund, received vehicle, carvana",0.5483-0.5197-0.5124-0.4938-0.4473,2.52
1556,"legitimate paperwork, purchase vehicle, attorney, title form, vehicle",0.4513-0.4031-0.3819-0.3406-0.3333,1.91
1557,"car loan, reversed payments, lien letter, new lender, loan company",0.5363-0.4624-0.4426-0.4385-0.4291,2.31
1558,"insurance, complaint, call log, contract, call",0.3963-0.3819-0.3779-0.3373-0.3263,1.82
1559,"refundable shipping, vehicle carvana, second vehicle, shipping, payments",0.5908-0.37-0.3238-0.3199-0.3193,1.92
1560,"check engine light, deductible, check engine, engine trouble, much oil sludge",0.3936-0.3586-0.3565-0.3376-0.3343,1.78
1561,"car insurance, carvana, insurance, * * * insurance, dispute",0.4869-0.4392-0.3833-0.3782-0.2786,1.97
1562,"carvana, trade value, interest rate, interest, checkout process)my trade",0.4802-0.3562-0.3491-0.3111-0.2895,1.79
1563,"bad transmission, * * * * fiesta, transmission, bad vehicle, vehicle",0.5672-0.4854-0.4463-0.4362-0.2697,2.2
1564,"safety recall, warranty, contacted carvana, return car, return policy",0.4386-0.4231-0.4196-0.4143-0.4082,2.1
1565,"vehicle setup pickup etc, payment, pickup, vehicle, still",0.4104-0.3555-0.3216-0.2555-0.1544,1.5
1566,"carvana paid, contacted carvana, carvana, carvana numerous times, loan * * * * *",0.6145-0.5733-0.4749-0.4085-0.3689,2.44
1567,"refund, bought car, car online, approved, purchasing",0.5714-0.3647-0.3577-0.3447-0.2764,1.91
1568,"vin inspection, expired registration, tracking number, inspection, registration",0.5419-0.4086-0.3782-0.3572-0.3519,2.04
1569,"purchased vehicle, vehicle carvana, rental car, temporary tag, carvana",0.4984-0.4951-0.4495-0.4018-0.3536,2.2
1570,"carvana care warranty, carvana care warranty plan, jeep dealership, warranty plan, jeep wrangler",0.5957-0.5862-0.4311-0.4135-0.4009,2.43
1571,"incorrect mileage information, incorrect mileage, wrong mileage, mileage information, odometer mileage",0.5453-0.4867-0.447-0.4375-0.4257,2.34
1572,"car carvana, real key recall, purchased vehicle, carvana, recall",0.4812-0.474-0.4396-0.4255-0.3827,2.2
1573,"delayed delivery, delivery schedule, delivery date, delayed, rescheduling",0.5538-0.4336-0.3945-0.3827-0.3765,2.14
1574,"wrong warranty information, original delivery date, warranty information, purchased vehicle, refund",0.5113-0.4354-0.4206-0.4152-0.403,2.19
1575,"insurance company, insurance, windshield, inspection, real windshield rubber molding",0.346-0.34-0.3297-0.3245-0.3179,1.66
1576,"complaint carvana, car issue, carvana, complaint, car",0.6239-0.455-0.3902-0.389-0.3194,2.18
1577,"registration plates, registration, carvana account, temporary tags, carvana still",0.5712-0.5126-0.4738-0.4268-0.3603,2.34
1578,"broken cars, car reports, carvana fix, car carvana, maintenance",0.4435-0.4393-0.4181-0.3862-0.3619,2.05
1579,"carvana delivery, delivery fee, car delivered, purchase car, 3rd delivery date",0.5561-0.4754-0.4616-0.4162-0.3831,2.29
1580,"refund, refunded, received vehicle, shipping fee, kia",0.5126-0.4556-0.4087-0.3795-0.3653,2.12
1581,"obvious theft, theft, glove compartment, entire glove compartment, watch",0.4011-0.3745-0.3636-0.362-0.2514,1.75
1582,"carvana fix, carvana, vw cc, vw, inspection",0.5621-0.4119-0.4046-0.3891-0.3428,2.11
1583,"loan, new car, carvana * *, information carvana, carvana * * * *",0.3953-0.3537-0.3519-0.339-0.3379,1.78
1584,"refunded, shipping fee, car carvana, carvana.com, carvana",0.4171-0.3994-0.395-0.3526-0.3305,1.89
1585,"cancel, cancel.this, account rpes, account, cant",0.5539-0.4925-0.3757-0.3717-0.3171,2.11
1586,"broken axle, car title, axle, caravana, car",0.5745-0.5092-0.4637-0.4111-0.3159,2.27
